YearID,TeamID,LeagueID,PlayerID,POS,Salary,yearID,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,OBP,SLG,Catcher,Infielder,PA
2001,TEX,AL,mateoru01,OF,300000,2000,TEX,AL,52,206,32,60,11,0,7,19,6,0,10,34,1,5,1,0,5,0.338,0.447,0,0,223
2001,SDN,NL,trammbu01,OF,335000,2000,TBA,AL,66,189,19,52,11,2,7,33,3,0,21,30,0,2,0,1,5,0.352,0.466,0,0,213
2001,TEX,AL,curtich01,OF,1900000,2000,TEX,AL,108,335,48,91,25,1,8,48,3,3,37,71,0,1,5,3,12,0.339,0.424,0,0,381
2001,PHI,NL,glanvdo01,OF,3016667,2000,PHI,NL,154,637,89,175,27,6,8,52,31,8,31,76,1,2,12,7,11,0.302,0.374,0,0,690
2001,TEX,AL,greerru01,OF,4600000,2000,TEX,AL,105,394,65,117,34,3,8,65,4,1,51,61,1,3,0,5,14,0.377,0.459,0,0,454
2001,COL,NL,hollato01,OF,2750000,2000,LAN,NL,81,261,42,61,12,0,8,24,11,4,30,61,2,1,0,1,4,0.314,0.372,0,0,295
2001,PHI,NL,leetr01,OF,800000,2000,ARI,NL,72,224,34,52,13,0,8,40,5,1,25,46,1,0,0,1,6,0.308,0.397,0,0,251
2001,NYA,AL,spencsh01,OF,320000,2000,NYA,AL,73,248,33,70,11,3,9,40,1,2,19,45,0,2,0,7,4,0.330,0.460,0,0,276
2001,COL,NL,walkela01,OF,12166667,2000,COL,NL,87,314,64,97,21,7,9,51,5,5,46,40,4,9,0,3,12,0.409,0.506,0,0,376
2001,TEX,AL,catalfr01,OF,850000,2000,TEX,AL,103,282,55,82,13,2,10,42,6,2,33,36,0,6,3,2,5,0.371,0.457,0,0,326
2001,BAL,AL,deshide01,OF,4333667,2000,BAL,AL,151,561,84,166,43,5,10,86,37,10,69,82,2,1,3,9,16,0.367,0.444,0,0,645
2001,OAK,AL,giambje01,OF,282500,2000,OAK,AL,104,260,42,66,10,2,10,50,0,0,32,61,2,3,3,4,7,0.334,0.423,0,0,304
2001,TBA,AL,guilljo01,OF,975000,2000,TBA,AL,105,316,40,80,16,5,10,41,3,1,18,65,1,13,2,0,6,0.318,0.430,0,0,350
2001,SFN,NL,riosar01,OF,310000,2000,SFN,NL,115,233,38,62,15,5,10,50,3,2,31,43,4,0,1,4,9,0.346,0.502,0,0,273
2001,MON,NL,seguife01,OF,231500,2000,MON,NL,76,162,22,45,8,0,10,22,0,1,9,46,0,3,0,1,5,0.326,0.512,0,0,175
2001,TBA,AL,coxst01,OF,255000,2000,TBA,AL,116,318,44,90,19,1,11,35,1,2,45,47,2,5,0,1,9,0.379,0.453,0,0,371
2001,ANA,AL,hillgl01,OF,1500000,2000,CHN,NL,64,168,23,44,4,1,11,29,0,1,10,43,2,0,0,0,5,0.303,0.494,0,0,180
2001,SEA,AL,martial03,OF,5000000,2000,SDN,NL,93,346,62,106,13,6,11,27,6,8,28,54,5,2,0,2,2,0.360,0.474,0,0,383
2001,ARI,NL,sandere02,OF,1500000,2000,ATL,NL,103,340,43,79,23,1,11,37,21,4,32,78,2,2,3,0,9,0.300,0.403,0,0,379
2001,BAL,AL,seguida01,OF,7000000,2000,TEX,AL,93,351,52,118,29,1,11,57,0,1,34,51,1,0,0,4,12,0.391,0.519,0,0,390
2001,CHA,AL,singlch01,OF,315000,2000,CHA,AL,147,511,83,130,22,5,11,62,22,7,35,85,2,1,12,4,6,0.295,0.382,0,0,565
2001,CHN,NL,whitero02,OF,4000000,2000,MON,NL,75,290,52,89,24,0,11,54,5,1,28,67,0,2,0,2,4,0.370,0.503,0,0,322
2001,SFN,NL,benarma01,OF,2700000,2000,SFN,NL,149,560,102,147,27,6,12,55,22,7,63,97,0,6,2,2,4,0.341,0.396,0,0,633
2001,SDN,NL,kotsama01,OF,2125000,2000,FLO,NL,152,530,87,158,31,5,12,57,19,9,42,46,2,0,2,4,17,0.346,0.443,0,0,580
2001,KCA,AL,mccarda01,OF,750000,2000,KCA,AL,103,270,34,75,14,2,12,53,0,0,22,68,1,0,0,3,6,0.329,0.478,0,0,296
2001,BOS,AL,nixontr01,OF,390000,2000,BOS,AL,123,427,66,118,27,8,12,60,8,1,63,85,2,2,5,5,11,0.365,0.461,0,0,504
2001,BOS,AL,stynech01,OF,1300000,2000,CIN,NL,119,380,71,127,24,1,12,40,5,2,32,54,2,2,3,3,5,0.383,0.497,0,0,422
2001,SEA,AL,widgech01,OF,1700000,2000,MON,NL,86,281,31,67,17,2,12,34,1,2,29,61,3,1,0,1,5,0.311,0.441,0,0,315
2001,BAL,AL,coninje01,OF,3000000,2000,BAL,AL,119,409,53,116,20,2,13,46,4,3,36,53,1,2,0,4,14,0.341,0.438,0,0,452
2001,MIN,AL,lawtoma02,OF,3900000,2000,MIN,AL,156,561,84,171,44,2,13,88,23,7,91,63,8,7,0,5,10,0.405,0.460,0,0,672
2001,CIN,NL,ochoaal01,OF,1600000,2000,CIN,NL,118,244,50,77,21,3,13,58,9,4,24,27,3,3,0,4,7,0.378,0.586,0,0,278
2001,BOS,AL,oleartr01,OF,4600000,2000,BOS,AL,138,513,68,134,30,4,13,70,0,2,44,76,2,2,0,4,12,0.320,0.411,0,0,565
2001,BAL,AL,richach01,OF,232500,2000,BAL,AL,56,199,38,55,14,2,13,36,7,5,15,38,3,4,0,3,5,0.335,0.563,0,0,224
2001,ATL,NL,surhobj01,OF,4833333,2000,BAL,AL,103,411,56,120,27,0,13,57,7,2,29,46,3,2,1,1,5,0.340,0.453,0,0,447
2001,DET,AL,encarju01,OF,4400000,2000,DET,AL,141,547,75,158,25,6,14,72,16,4,29,90,1,7,3,4,15,0.329,0.433,0,0,591
2001,LAN,NL,grissma02,OF,5000000,2000,MIL,NL,146,595,67,145,18,2,14,62,20,10,39,99,2,0,2,4,9,0.288,0.351,0,0,642
2001,TEX,AL,kaplega01,OF,450000,2000,TEX,AL,116,444,59,134,32,1,14,66,8,4,42,57,2,0,2,3,12,0.358,0.473,0,0,493
2001,FLO,NL,millake01,OF,700000,2000,FLO,NL,123,259,36,67,14,3,14,42,0,0,36,47,0,8,0,2,5,0.364,0.498,0,0,305
2001,NYN,NL,agbaybe01,OF,260000,2000,NYN,NL,119,350,59,101,19,1,15,60,5,5,54,68,2,7,0,3,6,0.391,0.477,0,0,416
2001,CHN,NL,buforda01,OF,1100000,2000,CHN,NL,150,495,64,124,18,3,15,48,4,6,47,118,3,8,4,2,9,0.322,0.390,0,0,559
2001,CLE,AL,loftoke01,OF,8000000,2000,CLE,AL,137,543,107,151,23,5,15,73,30,7,79,72,3,4,6,8,11,0.366,0.422,0,0,643
2001,SLN,NL,paquecr01,OF,1500000,2000,SLN,NL,134,384,47,94,24,2,15,61,4,3,27,83,1,2,1,6,5,0.293,0.435,0,0,421
2001,CIN,NL,tuckemi01,OF,1800000,2000,CIN,NL,148,270,55,72,13,4,15,36,13,6,44,64,1,7,0,2,6,0.381,0.511,0,0,324
2001,BOS,AL,bicheda01,OF,7000000,2000,CIN,NL,125,461,67,136,27,2,16,76,5,2,41,69,3,4,1,7,18,0.352,0.466,0,0,517
2001,CLE,AL,branyru01,OF,219000,2000,CLE,AL,67,193,32,46,7,2,16,38,0,0,22,76,1,4,0,1,2,0.327,0.544,0,0,221
2001,NYA,AL,brosisc01,OF,5250000,2000,NYA,AL,135,470,57,108,20,0,16,64,0,3,45,73,1,2,0,2,17,0.299,0.374,0,0,520
2001,CLE,AL,cordewi01,OF,2666667,2000,PIT,NL,89,348,46,98,24,3,16,51,1,2,25,58,1,4,0,1,11,0.336,0.506,0,0,379
2001,OAK,AL,damonjo01,OF,7100000,2000,KCA,AL,159,655,136,214,42,10,16,88,46,9,65,60,4,1,8,12,7,0.378,0.495,0,0,745
2001,ATL,NL,jordabr01,OF,9100000,2000,ATL,NL,133,489,71,129,26,0,17,77,10,2,38,80,1,5,0,5,12,0.320,0.421,0,0,538
2001,NYN,NL,paytoja01,OF,290000,2000,NYN,NL,149,488,63,142,23,1,17,62,5,11,30,60,0,3,0,8,9,0.331,0.447,0,0,529
2001,CIN,NL,riverru01,OF,1000000,2000,SDN,NL,135,423,62,88,18,6,17,57,8,4,44,137,1,10,0,2,8,0.296,0.400,0,0,480
2001,ANA,AL,spiezsc01,OF,1125000,2000,ANA,AL,123,297,47,72,11,2,17,49,1,2,40,56,2,3,1,4,5,0.333,0.465,0,0,347
2001,PHI,NL,burrepa01,OF,1905000,2000,PHI,NL,111,408,57,106,27,1,18,79,0,0,63,139,2,1,0,2,5,0.359,0.463,0,0,476
2001,SLN,NL,drewjd01,OF,2750000,2000,SLN,NL,135,407,73,120,17,2,18,57,17,9,67,99,4,6,5,1,3,0.397,0.479,0,0,490
2001,OAK,AL,longte01,OF,240750,2000,OAK,AL,138,584,104,168,34,4,18,80,5,0,43,77,1,1,0,3,18,0.336,0.452,0,0,632
2001,NYA,AL,oneilpa01,OF,7250000,2000,NYA,AL,142,566,79,160,26,0,18,100,14,9,51,90,2,0,0,11,17,0.336,0.424,0,0,630
2001,NYA,AL,rodrihe02,OF,1500000,2000,CHN,NL,76,259,37,65,15,1,18,51,1,2,22,76,2,3,0,3,4,0.314,0.525,0,0,289
2001,CIN,NL,youngdm01,OF,3500000,2000,CIN,NL,152,548,68,166,37,6,18,88,0,3,36,80,6,3,1,5,16,0.346,0.491,0,0,599
2001,BAL,AL,anderbr01,OF,7200000,2000,BAL,AL,141,506,89,130,26,0,19,50,16,9,92,103,5,8,5,7,4,0.372,0.421,0,0,623
2001,SEA,AL,camermi01,OF,3416667,2000,SEA,AL,155,543,96,145,28,4,19,78,24,7,78,133,0,9,7,6,10,0.361,0.438,0,0,643
2001,MIN,AL,jonesja04,OF,275000,2000,MIN,AL,154,523,66,149,26,5,19,76,7,5,26,111,4,0,1,0,17,0.318,0.463,0,0,554
2001,COL,NL,gantro01,OF,1750000,2000,PHI,NL,89,343,54,87,16,2,20,38,5,4,36,73,1,1,1,3,7,0.323,0.487,0,0,385
2001,MIL,NL,hammoje01,OF,6500000,2000,COL,NL,122,454,94,152,24,2,20,106,14,7,44,83,4,5,2,6,11,0.393,0.529,0,0,515
2001,NYA,AL,justida01,OF,7800000,2000,NYA,AL,78,275,43,84,17,0,20,60,1,0,39,42,1,1,0,2,6,0.391,0.585,0,0,318
2001,KCA,AL,quinnma01,OF,280000,2000,KCA,AL,135,500,76,147,33,2,20,78,5,2,35,91,1,3,3,3,11,0.340,0.488,0,0,545
2001,HOU,NL,wardda01,OF,287500,2000,HOU,NL,119,264,36,68,10,2,20,47,0,0,15,61,2,0,0,2,6,0.295,0.538,0,0,283
2001,HOU,NL,berkmla01,OF,305000,2000,HOU,NL,114,353,76,105,28,1,21,67,6,2,56,73,1,1,0,7,6,0.388,0.561,0,0,418
2001,BOS,AL,daubabr01,OF,400000,2000,BOS,AL,142,495,55,123,32,2,21,76,1,1,44,130,2,6,0,4,6,0.315,0.448,0,0,551
2001,CHN,NL,stairma01,OF,3200000,2000,OAK,AL,143,476,74,108,26,0,21,81,5,2,78,122,4,1,1,6,7,0.333,0.414,0,0,566
2001,TOR,AL,stewash01,OF,2183333,2000,TOR,AL,136,583,107,186,43,5,21,69,20,5,37,79,1,6,1,4,12,0.363,0.518,0,0,632
2001,TBA,AL,willige02,OF,3000000,2000,TBA,AL,146,632,87,173,30,2,21,89,12,12,34,103,0,3,9,4,6,0.308,0.427,0,0,682
2001,FLO,NL,floydcl01,OF,5500000,2000,FLO,NL,121,420,75,126,30,0,22,91,24,3,50,82,5,8,0,9,4,0.378,0.529,0,0,492
2001,CLE,AL,gonzaju03,OF,10000000,2000,DET,AL,115,461,69,133,30,2,22,67,1,2,32,84,3,2,0,1,13,0.337,0.505,0,0,499
2001,BAL,AL,belleal01,OF,12049040,2000,BAL,AL,141,559,71,157,37,1,23,103,0,5,52,68,11,4,0,7,17,0.342,0.474,0,0,633
2001,CLE,AL,burksel01,OF,5666667,2000,SFN,NL,122,393,74,135,21,5,24,96,5,1,56,49,5,1,0,8,10,0.419,0.606,0,0,463
2001,LAN,NL,greensh01,OF,12166667,2000,LAN,NL,162,610,98,164,44,4,24,99,24,5,90,121,9,8,0,6,18,0.367,0.472,0,0,723
2001,CHA,AL,leeca01,OF,400000,2000,CHA,AL,152,572,107,172,29,2,24,92,13,4,38,94,1,3,1,5,17,0.344,0.484,0,0,620
2001,TOR,AL,mondera01,OF,11500000,2000,TOR,AL,96,388,78,105,22,2,24,67,22,6,32,73,0,3,0,3,8,0.329,0.523,0,0,426
2001,PIT,NL,vandejo02,OF,1850000,2000,PIT,NL,134,384,74,115,29,0,24,94,11,2,72,92,5,2,0,3,7,0.410,0.563,0,0,466
2001,PHI,NL,abreubo01,OF,4983000,2000,PHI,NL,154,576,103,182,42,10,25,79,28,8,100,116,9,1,0,3,12,0.416,0.554,0,0,689
2001,ANA,AL,erstada01,OF,3450000,2000,ANA,AL,157,676,121,240,39,6,25,100,28,8,64,82,9,1,2,4,8,0.408,0.541,0,0,756
2001,SEA,AL,buhneja01,OF,1850000,2000,SEA,AL,112,364,50,92,20,0,26,82,0,2,59,98,3,4,1,2,10,0.360,0.522,0,0,433
2001,SDN,NL,kleskry01,OF,5750000,2000,SDN,NL,145,494,88,140,33,2,26,92,23,7,91,81,9,1,0,4,10,0.393,0.516,0,0,599
2001,SLN,NL,lankfra01,OF,8100000,2000,SLN,NL,128,392,73,99,16,3,26,65,5,6,70,148,1,4,0,6,6,0.367,0.508,0,0,473
2001,TBA,AL,grievbe01,OF,2750000,2000,OAK,AL,158,594,92,166,40,1,27,104,3,0,73,130,2,3,0,5,32,0.359,0.487,0,0,677
2001,TBA,AL,vaughgr01,OF,8250000,2000,TBA,AL,127,461,83,117,27,1,28,74,8,1,80,128,3,2,0,2,10,0.365,0.499,0,0,548
2001,HOU,NL,aloumo01,OF,5250000,2000,HOU,NL,126,454,82,161,28,2,30,114,3,3,52,45,4,2,0,9,21,0.416,0.623,0,0,521
2001,DET,AL,higgibo02,OF,5325000,2000,DET,AL,154,597,104,179,44,4,30,102,15,3,74,99,6,2,2,3,5,0.376,0.538,0,0,684
2001,NYA,AL,willibe02,OF,12357143,2000,NYA,AL,141,537,108,165,37,6,30,121,13,5,71,84,11,5,0,3,15,0.391,0.566,0,0,627
2001,MIL,NL,burnije01,OF,5512500,2000,MIL,NL,161,564,91,131,29,2,31,98,6,4,99,121,10,14,0,9,12,0.356,0.456,0,0,696
2001,TOR,AL,cruzjo02,OF,2350000,2000,TOR,AL,162,603,91,146,32,5,31,76,15,5,71,129,3,2,2,3,11,0.322,0.466,0,0,684
2001,ARI,NL,gonzalu01,OF,4833333,2000,ARI,NL,162,618,106,192,47,2,31,114,2,4,78,85,6,12,2,12,12,0.391,0.544,0,0,728
2001,FLO,NL,wilsopr01,OF,1000000,2000,FLO,NL,161,605,94,160,35,3,31,121,36,14,55,187,1,8,0,6,11,0.331,0.486,0,0,675
2001,CHA,AL,ordonma01,OF,3750000,2000,CHA,AL,153,588,102,185,34,3,32,126,18,4,60,64,3,2,0,15,28,0.371,0.546,0,0,668
2001,KCA,AL,dyeje01,OF,3800000,2000,KCA,AL,157,601,107,193,41,2,33,118,0,1,69,99,6,3,0,6,12,0.390,0.561,0,0,685
2001,BOS,AL,evereca01,OF,7333333,2000,BOS,AL,137,496,82,149,32,4,34,108,11,4,52,113,5,8,0,5,4,0.373,0.587,0,0,566
2001,MIL,NL,jenkige01,OF,1187500,2000,MIL,NL,135,512,100,155,36,4,34,94,11,1,33,135,6,15,0,4,9,0.360,0.588,0,0,570
2001,ANA,AL,salmoti01,OF,6500000,2000,ANA,AL,158,568,108,165,36,2,34,97,0,2,104,139,5,6,0,2,14,0.404,0.540,0,0,685
2001,ANA,AL,anderga01,OF,4500000,2000,ANA,AL,159,647,92,185,40,3,35,117,7,6,24,87,5,0,1,9,21,0.307,0.519,0,0,686
2001,ARI,NL,finlest01,OF,5375000,2000,ARI,NL,152,539,100,151,27,5,35,96,12,6,65,87,7,8,2,9,9,0.360,0.544,0,0,630
2001,PIT,NL,gilesbr02,OF,7333333,2000,PIT,NL,156,559,111,176,37,7,35,123,6,0,114,69,13,7,0,8,15,0.432,0.594,0,0,701
2001,ATL,NL,jonesan01,OF,8200000,2000,ATL,NL,161,656,122,199,36,6,36,104,21,6,59,100,0,9,0,5,12,0.366,0.541,0,0,729
2001,BOS,AL,ramirma02,OF,13050000,2000,CLE,AL,118,439,92,154,34,2,38,122,1,1,86,117,9,3,0,4,9,0.457,0.697,0,0,541
2001,CIN,NL,griffke02,OF,12500000,2000,CIN,NL,145,520,100,141,22,3,40,118,6,4,94,117,17,9,0,8,7,0.387,0.556,0,0,648
2001,SLN,NL,edmonji01,OF,6333333,2000,SLN,NL,152,525,129,155,25,0,42,108,10,3,103,167,3,6,1,8,5,0.411,0.583,0,0,646
2001,LAN,NL,sheffga01,OF,9916667,2000,LAN,NL,141,501,105,163,24,3,43,109,4,6,101,71,7,4,0,6,13,0.438,0.643,0,0,619
2001,MON,NL,guerrvl01,OF,6000000,2000,MON,NL,154,571,101,197,28,11,44,123,9,10,58,74,23,8,0,4,15,0.410,0.664,0,0,664
2001,HOU,NL,hidalri01,OF,3500000,2000,HOU,NL,153,558,118,175,42,3,44,122,13,6,56,110,3,21,0,9,13,0.391,0.636,0,0,647
2001,SFN,NL,bondsba01,OF,10300000,2000,SFN,NL,143,480,129,147,28,4,49,106,11,3,117,77,22,3,0,7,6,0.440,0.688,0,0,629
2001,CHN,NL,sosasa01,OF,12500000,2000,CHN,NL,156,604,106,193,38,1,50,138,7,4,91,168,19,2,0,8,12,0.406,0.634,0,0,724
2001,COL,NL,maynebr01,OF,2150000,2000,COL,NL,117,335,36,101,21,0,6,64,1,3,47,48,13,1,4,8,12,0.377,0.418,0,0,408
2001,PIT,NL,bellde01,OF,5000000,2000,NYN,NL,144,546,87,145,31,1,18,69,8,4,65,125,0,6,2,3,14,0.347,0.425,0,0,622
2001,NYN,NL,ordonre01,SS,4000000,2000,NYN,NL,45,133,10,25,5,0,0,9,0,0,17,16,2,0,4,1,4,0.271,0.226,0,1,157
2001,LAN,NL,rebouje01,SS,450000,2000,KCA,AL,66,182,29,44,7,0,0,14,3,1,23,32,0,0,6,1,8,0.316,0.280,0,1,212
2001,HOU,NL,vizcajo01,SS,1500000,2000,NYA,AL,73,174,23,48,8,1,0,10,5,7,12,28,0,0,3,2,3,0.314,0.333,0,1,191
2001,FLO,NL,bergda01,SS,587500,2000,FLO,NL,82,210,23,53,14,1,1,21,3,0,25,46,0,5,1,4,5,0.339,0.343,0,1,245
2001,PHI,NL,perezto03,SS,280000,2000,PHI,NL,45,140,17,31,7,1,1,13,1,1,11,30,2,0,1,0,3,0.276,0.307,0,1,154
2001,KCA,AL,sanchre01,SS,2300000,2000,KCA,AL,143,509,68,139,18,2,1,38,7,3,28,55,0,4,11,3,17,0.308,0.322,0,1,555
2001,SDN,NL,ariasal01,SS,550000,2000,PHI,NL,70,155,17,29,9,0,2,15,1,0,16,28,2,3,3,3,1,0.267,0.284,0,1,182
2001,PIT,NL,benjami01,SS,925000,2000,PIT,NL,93,233,28,63,18,2,2,19,5,4,12,45,0,3,6,1,4,0.306,0.391,0,1,255
2001,CLE,AL,cabrejo02,SS,237000,2000,CLE,AL,100,175,27,44,3,1,2,15,6,4,8,15,0,2,1,1,1,0.289,0.314,0,1,187
2001,CHA,AL,graffto01,SS,375000,2000,CHA,AL,57,148,25,40,5,1,2,16,7,4,21,25,0,1,1,1,1,0.360,0.358,0,1,172
2001,TBA,AL,johnsru01,SS,270000,2000,TBA,AL,74,185,28,47,8,0,2,17,4,1,25,30,0,1,3,1,4,0.340,0.330,0,1,215
2001,DET,AL,maciajo01,SS,240000,2000,DET,AL,73,173,25,44,3,5,2,24,2,0,18,24,0,1,4,0,3,0.321,0.364,0,1,196
2001,SDN,NL,magadda01,SS,575000,2000,SDN,NL,95,132,13,36,7,0,2,21,0,0,32,23,1,0,0,2,4,0.410,0.371,0,1,167
2001,TBA,AL,martife01,SS,255000,2000,TBA,AL,106,299,42,64,11,4,2,17,9,3,32,68,0,8,12,2,4,0.295,0.298,0,1,353
2001,NYN,NL,mcewijo01,SS,252500,2000,NYN,NL,87,153,20,34,14,1,2,19,3,1,5,29,0,1,8,2,2,0.237,0.366,0,1,169
2001,FLO,NL,foxan01,SS,775000,2000,FLO,NL,69,164,19,40,4,2,3,10,8,3,18,37,3,3,0,0,1,0.330,0.348,0,1,188
2001,BOS,AL,grebecr01,SS,700000,2000,TOR,AL,66,241,38,71,19,0,3,23,0,0,25,33,0,2,1,1,7,0.363,0.411,0,1,270
2001,DET,AL,haltesh01,SS,420000,2000,DET,AL,105,238,26,62,12,2,3,27,5,2,14,49,0,1,10,2,5,0.291,0.366,0,1,265
2001,NYN,NL,relafde01,SS,475000,2000,PHI,NL,83,253,29,56,12,3,3,30,5,0,48,45,7,9,2,1,7,0.361,0.328,0,1,320
2001,HOU,NL,spierbi01,SS,1700000,2000,HOU,NL,124,355,41,107,17,3,3,43,7,4,49,38,3,1,2,2,8,0.384,0.392,0,1,412
2001,CIN,NL,castrju01,SS,400000,2000,CIN,NL,82,224,20,54,12,2,4,23,0,2,14,33,1,0,4,2,9,0.279,0.366,0,1,245
2001,LAN,NL,coraal01,SS,240000,2000,LAN,NL,109,353,39,84,18,6,4,32,4,1,26,53,4,7,6,2,6,0.297,0.357,0,1,398
2001,ATL,NL,furcara01,SS,355000,2000,ATL,NL,131,455,87,134,20,4,4,37,40,14,73,80,0,3,9,2,2,0.387,0.382,0,1,542
2001,MIN,AL,hockide01,SS,900000,2000,MIN,AL,134,373,52,111,24,4,4,47,7,5,48,77,1,0,7,5,2,0.367,0.416,0,1,434
2001,MON,NL,mordemi01,SS,375000,2000,MON,NL,86,169,20,48,16,0,4,16,2,2,12,34,0,1,1,0,1,0.333,0.450,0,1,183
2001,ANA,AL,nievejo01,SS,232000,2000,CHN,NL,82,198,17,42,6,3,5,24,1,1,11,43,1,0,2,2,8,0.249,0.348,0,1,214
2001,SLN,NL,polanpl01,SS,320000,2000,SLN,NL,118,323,50,102,12,3,5,39,4,4,16,26,0,1,7,3,8,0.340,0.418,0,1,350
2001,NYA,AL,sojolu01,SS,500000,2000,PIT,NL,61,176,14,50,11,0,5,20,1,0,11,16,3,1,0,1,6,0.328,0.432,0,1,192
2001,ATL,NL,abbotku01,SS,600000,2000,NYN,NL,79,157,22,34,7,1,6,12,1,1,14,51,2,1,0,1,2,0.283,0.389,0,1,175
2001,KCA,AL,alicelu01,SS,800000,2000,TEX,AL,139,540,85,159,25,8,6,63,1,3,59,75,1,5,7,7,13,0.361,0.404,0,1,619
2001,NYA,AL,bellicl01,SS,230000,2000,NYA,AL,98,184,33,38,8,2,6,21,5,0,17,48,1,5,1,2,1,0.287,0.370,0,1,210
2001,ANA,AL,gilbe01,SS,350000,2000,ANA,AL,110,301,28,72,14,1,6,23,10,6,30,59,0,5,5,2,7,0.312,0.352,0,1,343
2001,SDN,NL,jacksda04,SS,350000,2000,SDN,NL,138,470,68,120,27,6,6,37,28,6,62,108,2,3,4,2,7,0.342,0.377,0,1,543
2001,MIL,NL,lopezlu02,SS,700000,2000,MIL,NL,78,201,24,53,14,0,6,27,1,2,9,35,1,5,8,2,2,0.298,0.423,0,1,226
2001,SFN,NL,martira03,SS,300000,2000,SFN,NL,88,189,30,57,13,2,6,25,3,2,15,22,1,1,4,1,6,0.348,0.487,0,1,211
2001,OAK,AL,menecfr01,SS,225000,2000,OAK,AL,66,145,31,37,9,1,6,26,1,4,20,45,0,1,1,2,1,0.343,0.455,0,1,169
2001,BAL,AL,morame01,SS,270000,2000,NYN,NL,79,215,35,56,13,2,6,30,7,3,18,48,3,2,2,5,3,0.314,0.423,0,1,245
2001,LAN,NL,bogarti01,SS,525000,2000,HOU,NL,110,304,32,63,9,2,7,33,1,1,35,56,7,3,5,4,15,0.288,0.319,0,1,358
2001,FLO,NL,gonzaal02,SS,295000,2000,FLO,NL,109,385,35,77,17,4,7,42,7,1,13,77,0,2,5,2,7,0.226,0.319,0,1,407
2001,LAN,NL,grudzma01,SS,4000000,2000,LAN,NL,148,617,101,172,35,6,7,49,12,3,45,81,0,9,2,3,16,0.334,0.389,0,1,676
2001,SEA,AL,guillca01,SS,285000,2000,SEA,AL,90,288,45,74,15,2,7,42,1,3,28,53,0,2,7,3,6,0.317,0.396,0,1,328
2001,MIL,NL,loretma01,SS,3500000,2000,MIL,NL,91,352,49,99,21,1,7,40,0,3,37,38,2,1,8,1,9,0.343,0.406,0,1,401
2001,CLE,AL,vizquom01,SS,3000000,2000,CLE,AL,156,613,101,176,27,3,7,66,22,10,87,72,0,5,7,5,13,0.374,0.375,0,1,717
2001,ARI,NL,womacto01,SS,4000000,2000,ARI,NL,146,617,95,167,21,14,7,57,45,11,30,74,0,5,2,5,6,0.307,0.384,0,1,659
2001,MIN,AL,guzmacr01,SS,325000,2000,MIN,AL,156,631,89,156,25,20,8,54,28,10,46,101,1,2,7,4,5,0.296,0.388,0,1,691
2001,COL,NL,shumpte01,SS,725000,2000,COL,NL,115,263,52,68,11,7,9,40,8,4,28,40,1,6,0,3,3,0.340,0.456,0,1,301
2001,DET,AL,cruzde01,SS,3525000,2000,DET,AL,156,583,68,176,46,5,10,82,1,4,13,43,2,4,8,7,25,0.314,0.449,0,1,617
2001,HOU,NL,lugoju01,SS,245000,2000,HOU,NL,116,420,78,119,22,5,10,40,22,9,37,93,0,4,3,1,9,0.344,0.431,0,1,465
2001,COL,NL,perezne01,SS,3550000,2000,COL,NL,162,651,92,187,39,11,10,71,3,6,30,63,6,0,7,11,9,0.310,0.427,0,1,705
2001,SEA,AL,bellda01,SS,2200000,2000,SEA,AL,133,454,57,112,24,2,11,47,2,3,42,66,0,6,6,4,11,0.313,0.381,0,1,512
2001,MON,NL,blumge01,SS,260000,2000,MON,NL,124,343,40,97,20,2,11,45,1,4,26,60,2,3,3,4,4,0.332,0.449,0,1,381
2001,CHN,NL,gutieri01,SS,3400000,2000,CHN,NL,125,449,73,124,19,2,11,56,8,2,66,58,0,7,16,4,10,0.363,0.401,0,1,542
2001,MIL,NL,hernajo01,SS,3333333,2000,MIL,NL,124,446,51,109,22,1,11,59,3,7,41,125,3,6,0,3,12,0.315,0.372,0,1,499
2001,CIN,NL,larkiba01,SS,9000000,2000,CIN,NL,102,396,71,124,26,5,11,41,14,6,48,31,0,1,2,0,10,0.387,0.487,0,1,447
2001,CIN,NL,booneaa01,SS,400000,2000,CIN,NL,84,291,44,83,18,0,12,43,6,1,24,52,1,10,2,4,5,0.353,0.471,0,1,332
2001,SFN,NL,dunstsh01,SS,1000000,2000,SLN,NL,98,216,28,54,11,2,12,43,3,1,6,47,0,3,4,2,11,0.273,0.486,0,1,231
2001,MON,NL,cabreor01,SS,340000,2000,MON,NL,125,422,47,100,25,1,13,55,4,4,25,28,3,1,3,3,12,0.278,0.393,0,1,457
2001,PIT,NL,mearepa01,SS,3790000,2000,PIT,NL,132,462,55,111,22,2,13,47,1,0,36,91,6,8,5,3,13,0.302,0.381,0,1,520
2001,CHA,AL,claytro01,SS,4500000,2000,TEX,AL,148,513,70,124,21,5,14,54,11,7,42,92,1,3,12,3,21,0.295,0.384,0,1,574
2001,TOR,AL,gonzaal01,SS,4250000,2000,TOR,AL,141,527,68,133,31,2,15,69,4,4,43,113,0,4,16,1,14,0.305,0.404,0,1,591
2001,NYA,AL,jeterde01,SS,12600000,2000,NYA,AL,148,593,119,201,31,4,15,73,22,4,68,99,4,12,3,3,14,0.414,0.481,0,1,683
